2024-12-28 14:11:59,498 - INFO - BLOCK - IP: 192.168.1.1, Protocol: tcp, Status: skipped, Details: IP already blocked
2025-01-01 12:28:56,358 - INFO - ALLOW - IP: 10.0.0.1, Protocol: tcp, Status: success, Details: 
2025-01-01 12:28:57,231 - INFO - ALLOW - IP: 10.0.0.2, Protocol: udp, Status: removing existing block, Details: 
2025-01-01 12:28:57,725 - INFO - REMOVE - IP: 10.0.0.2, Protocol: udp, Status: success, Details: Removed 1 rules
2025-01-01 12:28:57,782 - INFO - ALLOW - IP: 10.0.0.2, Protocol: udp, Status: success, Details: 
2025-01-01 12:28:58,654 - INFO - ALLOW - IP: 10.0.0.3, Protocol: any, Status: removing existing block, Details: 
2025-01-01 12:28:59,156 - INFO - REMOVE - IP: 10.0.0.3, Protocol: any, Status: success, Details: Removed 1 rules
2025-01-01 12:28:59,218 - INFO - ALLOW - IP: 10.0.0.3, Protocol: any, Status: success, Details: 
2025-01-01 12:29:00,083 - INFO - ALLOW - IP: 172.16.0.1, Protocol: tcp, Status: removing existing block, Details: 
2025-01-01 12:29:00,582 - INFO - REMOVE - IP: 172.16.0.1, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:29:00,640 - INFO - ALLOW - IP: 172.16.0.1, Protocol: tcp, Status: success, Details: 
2025-01-01 12:29:01,513 - INFO - ALLOW - IP: 172.16.0.2, Protocol: udp, Status: removing existing block, Details: 
2025-01-01 12:29:02,009 - INFO - REMOVE - IP: 172.16.0.2, Protocol: udp, Status: success, Details: Removed 1 rules
2025-01-01 12:29:02,066 - INFO - ALLOW - IP: 172.16.0.2, Protocol: udp, Status: success, Details: 
2025-01-01 12:29:02,974 - INFO - ALLOW - IP: 172.16.0.3, Protocol: any, Status: removing existing block, Details: 
2025-01-01 12:29:03,524 - INFO - REMOVE - IP: 172.16.0.3, Protocol: any, Status: success, Details: Removed 1 rules
2025-01-01 12:29:03,586 - INFO - ALLOW - IP: 172.16.0.3, Protocol: any, Status: success, Details: 
2025-01-01 12:29:04,518 - INFO - ALLOW - IP: 203.0.113.1, Protocol: tcp, Status: removing existing block, Details: 
2025-01-01 12:29:05,046 - INFO - REMOVE - IP: 203.0.113.1, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:29:05,108 - INFO - ALLOW - IP: 203.0.113.1, Protocol: tcp, Status: success, Details: 
2025-01-01 12:29:06,042 - INFO - ALLOW - IP: 203.0.113.2, Protocol: udp, Status: removing existing block, Details: 
2025-01-01 12:29:06,569 - INFO - REMOVE - IP: 203.0.113.2, Protocol: udp, Status: success, Details: Removed 1 rules
2025-01-01 12:29:06,629 - INFO - ALLOW - IP: 203.0.113.2, Protocol: udp, Status: success, Details: 
2025-01-01 12:29:07,543 - INFO - ALLOW - IP: 203.0.113.3, Protocol: any, Status: removing existing block, Details: 
2025-01-01 12:29:08,074 - INFO - REMOVE - IP: 203.0.113.3, Protocol: any, Status: success, Details: Removed 1 rules
2025-01-01 12:29:08,133 - INFO - ALLOW - IP: 203.0.113.3, Protocol: any, Status: success, Details: 
2025-01-01 12:29:09,049 - INFO - ALLOW - IP: 198.51.100.1, Protocol: tcp, Status: removing existing block, Details: 
2025-01-01 12:29:09,584 - INFO - REMOVE - IP: 198.51.100.1, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:29:09,642 - INFO - ALLOW - IP: 198.51.100.1, Protocol: tcp, Status: success, Details: 
2025-01-01 12:29:10,567 - INFO - ALLOW - IP: 198.51.100.2, Protocol: udp, Status: removing existing block, Details: 
2025-01-01 12:29:11,103 - INFO - REMOVE - IP: 198.51.100.2, Protocol: udp, Status: success, Details: Removed 1 rules
2025-01-01 12:29:11,162 - INFO - ALLOW - IP: 198.51.100.2, Protocol: udp, Status: success, Details: 
2025-01-01 12:29:12,078 - INFO - ALLOW - IP: 198.51.100.3, Protocol: any, Status: removing existing block, Details: 
2025-01-01 12:29:12,608 - INFO - REMOVE - IP: 198.51.100.3, Protocol: any, Status: success, Details: Removed 1 rules
2025-01-01 12:29:12,671 - INFO - ALLOW - IP: 198.51.100.3, Protocol: any, Status: success, Details: 
2025-01-01 12:29:13,586 - INFO - ALLOW - IP: 8.8.8.8, Protocol: tcp, Status: removing existing block, Details: 
2025-01-01 12:29:14,111 - INFO - REMOVE - IP: 8.8.8.8, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:29:14,171 - INFO - ALLOW - IP: 8.8.8.8, Protocol: tcp, Status: success, Details: 
2025-01-01 12:29:15,091 - INFO - ALLOW - IP: 8.8.4.4, Protocol: udp, Status: removing existing block, Details: 
2025-01-01 12:29:15,627 - INFO - REMOVE - IP: 8.8.4.4, Protocol: udp, Status: success, Details: Removed 1 rules
2025-01-01 12:29:15,690 - INFO - ALLOW - IP: 8.8.4.4, Protocol: udp, Status: success, Details: 
2025-01-01 12:29:16,633 - INFO - ALLOW - IP: 192.0.2.1, Protocol: any, Status: removing existing block, Details: 
2025-01-01 12:29:17,166 - INFO - REMOVE - IP: 192.0.2.1, Protocol: any, Status: success, Details: Removed 1 rules
2025-01-01 12:29:17,226 - INFO - ALLOW - IP: 192.0.2.1, Protocol: any, Status: success, Details: 
2025-01-01 12:30:37,016 - INFO - ALLOW - IP: 192.168.0.1, Protocol: tcp, Status: skipped, Details: IP already allowed
2025-01-01 12:30:37,450 - INFO - ALLOW - IP: 192.168.0.2, Protocol: udp, Status: skipped, Details: IP already allowed
2025-01-01 12:30:37,890 - INFO - ALLOW - IP: 192.168.0.3, Protocol: any, Status: skipped, Details: IP already allowed
2025-01-01 12:30:38,327 - INFO - ALLOW - IP: 10.0.0.1, Protocol: tcp, Status: skipped, Details: IP already allowed
2025-01-01 12:30:38,763 - INFO - ALLOW - IP: 10.0.0.2, Protocol: udp, Status: skipped, Details: IP already allowed
2025-01-01 12:30:39,204 - INFO - ALLOW - IP: 10.0.0.3, Protocol: any, Status: skipped, Details: IP already allowed
2025-01-01 12:30:39,638 - INFO - ALLOW - IP: 172.16.0.1, Protocol: tcp, Status: skipped, Details: IP already allowed
2025-01-01 12:30:40,078 - INFO - ALLOW - IP: 172.16.0.2, Protocol: udp, Status: skipped, Details: IP already allowed
2025-01-01 12:30:40,511 - INFO - ALLOW - IP: 172.16.0.3, Protocol: any, Status: skipped, Details: IP already allowed
2025-01-01 12:30:40,945 - INFO - ALLOW - IP: 203.0.113.1, Protocol: tcp, Status: skipped, Details: IP already allowed
2025-01-01 12:30:41,374 - INFO - ALLOW - IP: 203.0.113.2, Protocol: udp, Status: skipped, Details: IP already allowed
2025-01-01 12:30:41,811 - INFO - ALLOW - IP: 203.0.113.3, Protocol: any, Status: skipped, Details: IP already allowed
2025-01-01 12:30:42,241 - INFO - ALLOW - IP: 198.51.100.1, Protocol: tcp, Status: skipped, Details: IP already allowed
2025-01-01 12:30:42,686 - INFO - ALLOW - IP: 198.51.100.2, Protocol: udp, Status: skipped, Details: IP already allowed
2025-01-01 12:30:43,127 - INFO - ALLOW - IP: 198.51.100.3, Protocol: any, Status: skipped, Details: IP already allowed
2025-01-01 12:30:43,565 - INFO - ALLOW - IP: 8.8.8.8, Protocol: tcp, Status: skipped, Details: IP already allowed
2025-01-01 12:30:43,994 - INFO - ALLOW - IP: 8.8.4.4, Protocol: udp, Status: skipped, Details: IP already allowed
2025-01-01 12:30:44,431 - INFO - ALLOW - IP: 192.0.2.1, Protocol: any, Status: skipped, Details: IP already allowed
2025-01-01 12:31:07,287 - INFO - BLOCK - IP: 192.168.0.1, Protocol: tcp, Status: removing existing allow, Details: 
2025-01-01 12:31:07,782 - INFO - REMOVE - IP: 192.168.0.1, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:31:07,840 - INFO - BLOCK - IP: 192.168.0.1, Protocol: tcp, Status: success, Details: 
2025-01-01 12:31:08,708 - INFO - BLOCK - IP: 192.168.0.2, Protocol: udp, Status: removing existing allow, Details: 
2025-01-01 12:31:09,200 - INFO - REMOVE - IP: 192.168.0.2, Protocol: udp, Status: success, Details: Removed 1 rules
2025-01-01 12:31:09,257 - INFO - BLOCK - IP: 192.168.0.2, Protocol: udp, Status: success, Details: 
2025-01-01 12:31:10,123 - INFO - BLOCK - IP: 192.168.0.3, Protocol: any, Status: removing existing allow, Details: 
2025-01-01 12:31:10,659 - INFO - REMOVE - IP: 192.168.0.3, Protocol: any, Status: success, Details: Removed 1 rules
2025-01-01 12:31:10,718 - INFO - BLOCK - IP: 192.168.0.3, Protocol: any, Status: success, Details: 
2025-01-01 12:31:11,643 - INFO - BLOCK - IP: 10.0.0.1, Protocol: tcp, Status: removing existing allow, Details: 
2025-01-01 12:31:12,198 - INFO - REMOVE - IP: 10.0.0.1, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:31:12,260 - INFO - BLOCK - IP: 10.0.0.1, Protocol: tcp, Status: success, Details: 
2025-01-01 12:31:13,201 - INFO - BLOCK - IP: 10.0.0.2, Protocol: udp, Status: removing existing allow, Details: 
2025-01-01 12:31:13,726 - INFO - REMOVE - IP: 10.0.0.2, Protocol: udp, Status: success, Details: Removed 1 rules
2025-01-01 12:31:13,785 - INFO - BLOCK - IP: 10.0.0.2, Protocol: udp, Status: success, Details: 
2025-01-01 12:31:14,718 - INFO - BLOCK - IP: 10.0.0.3, Protocol: any, Status: removing existing allow, Details: 
2025-01-01 12:31:15,249 - INFO - REMOVE - IP: 10.0.0.3, Protocol: any, Status: success, Details: Removed 1 rules
2025-01-01 12:31:15,310 - INFO - BLOCK - IP: 10.0.0.3, Protocol: any, Status: success, Details: 
2025-01-01 12:31:16,220 - INFO - BLOCK - IP: 172.16.0.1, Protocol: tcp, Status: removing existing allow, Details: 
2025-01-01 12:31:16,748 - INFO - REMOVE - IP: 172.16.0.1, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:31:16,810 - INFO - BLOCK - IP: 172.16.0.1, Protocol: tcp, Status: success, Details: 
2025-01-01 12:31:17,717 - INFO - BLOCK - IP: 172.16.0.2, Protocol: udp, Status: removing existing allow, Details: 
2025-01-01 12:31:18,249 - INFO - REMOVE - IP: 172.16.0.2, Protocol: udp, Status: success, Details: Removed 1 rules
2025-01-01 12:31:18,308 - INFO - BLOCK - IP: 172.16.0.2, Protocol: udp, Status: success, Details: 
2025-01-01 12:31:19,207 - INFO - BLOCK - IP: 172.16.0.3, Protocol: any, Status: removing existing allow, Details: 
2025-01-01 12:31:19,725 - INFO - REMOVE - IP: 172.16.0.3, Protocol: any, Status: success, Details: Removed 1 rules
2025-01-01 12:31:19,784 - INFO - BLOCK - IP: 172.16.0.3, Protocol: any, Status: success, Details: 
2025-01-01 12:31:20,692 - INFO - BLOCK - IP: 203.0.113.1, Protocol: tcp, Status: removing existing allow, Details: 
2025-01-01 12:31:21,207 - INFO - REMOVE - IP: 203.0.113.1, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:31:21,265 - INFO - BLOCK - IP: 203.0.113.1, Protocol: tcp, Status: success, Details: 
2025-01-01 12:31:22,183 - INFO - BLOCK - IP: 203.0.113.2, Protocol: udp, Status: removing existing allow, Details: 
2025-01-01 12:31:22,719 - INFO - REMOVE - IP: 203.0.113.2, Protocol: udp, Status: success, Details: Removed 1 rules
